SK_ID_CURR,TARGET
100001,0.037931126
100005,0.12246566
100013,0.029459804
100028,0.02894162
100038,0.16297475
100042,0.03431784
100057,0.020031746
100065,0.03888707
100066,0.005046769
100067,0.05050362
100074,0.078674585
100090,0.060235303
100091,0.15970385
100092,0.08930955
100106,0.10065258
100107,0.1476868
100109,0.08349235
100117,0.037183166
100128,0.049926452
100141,0.029364254
100150,0.018357754
100168,0.009679577
100169,0.03914971
100170,0.097366385
100171,0.06034914
100172,0.11895205
100184,0.0886441
100187,0.070848025
100212,0.07114849
100222,0.058330264
100223,0.019521866
100232,0.016725041
100241,0.17186792
100245,0.023627961
100253,0.03361878
100256,0.07273544
100271,0.007980872
100278,0.32062435
100280,0.009718439
100306,0.15870671
100311,0.11814431
100312,0.021420553
100330,0.12384643
100331,0.043348856
100352,0.101768285
100358,0.070989914
100367,0.030400487
100382,0.15626828
100384,0.056558426
100385,0.1173967
100386,0.05252107
100399,0.016570868
100404,0.076265596
100416,0.019228939
100422,0.099431135
100426,0.02274566
100438,0.035584953
100444,0.118074745
100445,0.20178233
100446,0.056163058
100447,0.022538574
100450,0.043422636
100466,0.014132217
100483,0.032858543
100484,0.021667702
100494,0.06701235
100510,0.20151561
100512,0.01715527
100517,0.037861966
100548,0.035189066
100551,0.04614516
100552,0.064419836
100553,0.027489327
100561,0.05671437
100568,0.5872264
100569,0.060327463
100591,0.052499317
100592,0.01852493
100602,0.079497725
100607,0.067534395
100613,0.091548644
100617,0.14774379
100618,0.08046176
100622,0.048803873
100625,0.12808782
100677,0.15542099
100699,0.035289947
100702,0.41173267
100711,0.068303846
100729,0.12722217
100740,0.23310265
100744,0.18535478
100745,0.04533027
100747,0.12887095
100751,0.34674844
100752,0.057717387
100753,0.25056237
100754,0.20250098
100760,0.051747583
100762,0.0898508
100763,0.05453602
100765,0.022962533
100770,0.05898892
100772,0.019527806
100777,0.03227915
100791,0.021544
100792,0.013694424
100797,0.032030694
100823,0.035602998
100826,0.03723995
100830,0.03611809
100836,0.32665098
100872,0.11028195
100910,0.037954744
100913,0.13494115
100918,0.03021713
100931,0.01262838
100952,0.04961592
100953,0.056270596
100965,0.19766186
100970,0.040631395
100982,0.13051213
100983,0.3100294
100984,0.050084148
100987,0.056204505
100997,0.05807198
100998,0.14860293
101002,0.07011602
101005,0.20412028
101008,0.3105358
101020,0.07557195
101021,0.03481833
101024,0.02976117
101025,0.12882744
101026,0.062269602
101031,0.028354645
101041,0.017164245
101051,0.012883799
101055,0.09030516
101056,0.24266762
101057,0.043785125
101064,0.018436778
101079,0.09774389
101087,0.027593656
101090,0.025572876
101092,0.09792221
101097,0.114052914
101099,0.011702409
101107,0.107953854
101118,0.090512775
101125,0.080978535
101126,0.022354728
101128,0.0241866
101136,0.047076337
101140,0.18369235
101149,0.16398203
101160,0.09950561
101169,0.19797395
101181,0.028377239
101186,0.024815815
101190,0.09740857
101193,0.08564851
101194,0.15134503
101198,0.20868343
101200,0.028116722
101204,0.025905505
101211,0.054335594
101213,0.0943958
101223,0.052212223
101225,0.097715184
101237,0.10998746
101243,0.08097424
101244,0.12685722
101258,0.03935337
101259,0.1766558
101268,0.11078047
101269,0.026605293
101271,0.15224849
101279,0.061850455
101281,0.07246396
101287,0.036189973
101292,0.051968727
101294,0.037838954
101296,0.089842275
101297,0.031802837
101299,0.017929565
101301,0.049164403
101305,0.08627441
101308,0.11948917
101318,0.019609328
101327,0.25918856
